Prueba,Tama�o_10,Tama�o_20,Tama�o_30,Tama�o_40,Tama�o_50,Tama�o_60,Tama�o_70,Tama�o_80,Tama�o_90,Tama�o_100,Tama�o_110,Tama�o_120,Tama�o_130,Tama�o_140,Tama�o_150,Tama�o_160,Tama�o_170,Tama�o_180,Tama�o_190,Tama�o_200,Tama�o_210,Tama�o_220,Tama�o_230,Tama�o_240,Tama�o_250,Tama�o_260,Tama�o_270,Tama�o_280,Tama�o_290,Tama�o_300,Tama�o_310,Tama�o_320,Tama�o_330,Tama�o_340,Tama�o_350,Tama�o_360,Tama�o_370,Tama�o_380,Tama�o_390,Tama�o_400,Tama�o_410,Tama�o_420,Tama�o_430,Tama�o_440,Tama�o_450,Tama�o_460,Tama�o_470,Tama�o_480,Tama�o_490,Tama�o_500,Tama�o_510,Tama�o_520,Tama�o_530,Tama�o_540,Tama�o_550,Tama�o_560,Tama�o_570,Tama�o_580,Tama�o_590,Tama�o_600,Tama�o_610,Tama�o_620,Tama�o_630,Tama�o_640,Tama�o_650,Tama�o_660,Tama�o_670,Tama�o_680,Tama�o_690,Tama�o_700,Tama�o_710,Tama�o_720,Tama�o_730,Tama�o_740,Tama�o_750,Tama�o_760,Tama�o_770,Tama�o_780,Tama�o_790,Tama�o_800,Tama�o_810,Tama�o_820,Tama�o_830,Tama�o_840,Tama�o_850,Tama�o_860,Tama�o_870,Tama�o_880,Tama�o_890,Tama�o_900,Tama�o_910,Tama�o_920,Tama�o_930,Tama�o_940,Tama�o_950,Tama�o_960,Tama�o_970,Tama�o_980,Tama�o_990,Tama�o_1000
194,1000,2200,4700,7300,12100,12800,17300,28200,34800,35500,41300,57200,85100,113500,91600,83100,117000,105400,116000,149400,166300,211900,203000,184800,241000,326300,337300,237600,446600,316000,375200,362800,416100,439500,741400,652200,544500,568600,477200,780600,612300,552200,703000,711100,623800,827100,811100,847300,856500,748900,899600,810500,1012500,1292800,959800,1169700,937100,1183300,1295100,1072800,1415600,1685900,1308900,1463700,1248900,1333200,1304500,1384900,1669900,1562400,1471600,1750700,1602800,1948100,1726100,1704200,2132900,1950500,1851800,1828800,2672000,2425900,2487300,2022600,2891700,2106500,3236100,2709400,2819000,2736600,2873300,3076500,2571900,3239900,2740600,3347300,3131400,3031600,3683800,3991200
195,1200,1900,5000,7300,12300,12800,17900,28500,33300,34900,41300,59500,83400,112200,97200,82500,201400,106200,117800,161100,156000,211500,218800,186500,242200,328000,326600,233800,380200,299700,379000,360100,406900,437000,804800,643000,542700,572700,479700,797100,597500,558700,691200,722100,625100,822900,835400,838800,840000,757500,969400,816100,1043700,1302800,949100,1168300,965000,1177900,1308600,1051200,1389900,1651900,1312200,1423500,1252600,1279900,1378100,1410000,1637200,3290200,1490500,1727200,1608800,1945400,1642400,1711200,2138900,1789100,1946000,1849000,3382500,2345900,2445500,2066900,2883100,2125900,3317800,2740100,2852400,2761900,2859000,3072600,2615300,3365200,2744700,3323500,3266400,2996400,3654700,4043800
196,1000,7800,6000,7800,10400,12800,17400,26900,34400,36000,42300,59300,81000,115200,94300,84100,119400,106700,115100,144200,160600,216100,224200,183100,244400,320600,324900,240400,385000,314100,378800,345800,425600,443800,706900,656900,550400,581300,474800,796100,594600,560100,700000,718700,617000,818500,807500,802700,820400,768000,915600,820700,1033200,1303400,952300,1196400,973800,1161600,1285000,1138500,1421300,1832100,1330700,1172300,1240200,1294000,1576600,1378600,1654100,1828600,1478100,1775800,1617200,1894900,1677100,1671600,2180000,1827500,2367400,1819300,3437400,2433000,2466800,2028700,2874200,2122600,3261000,2792600,2851100,2776900,2897100,3156300,2612000,3233600,2744400,3347600,3311700,2987600,3615700,4003200
197,1700,2200,4700,7400,10900,13100,17200,28100,33700,34900,40200,59800,86600,114000,92800,80500,114300,105100,113400,160900,159300,208900,214300,187600,235300,328000,330000,236300,392800,305000,383700,384400,429500,422000,369600,495000,554100,561900,476600,779600,606000,552400,704000,722900,630000,824400,820300,843100,822800,742400,904000,817900,1042400,1305700,955300,1183500,930400,1194000,1355800,1287400,1394200,1575600,1312300,1178700,1265900,1320000,1658400,1380800,1660500,1811800,1501000,1736100,1583200,1972700,1671000,1701400,2176400,2003100,2298500,1908300,3440500,2711900,2429000,2036700,2929500,2135900,3037000,2762800,2849800,2752100,2845700,2948200,2574700,3127200,2645500,3320700,3217700,3030900,3701300,4063200
198,1100,2100,5000,7400,10500,12200,17000,26500,33800,34400,39900,57300,83500,111300,93000,81100,117400,105500,114100,147900,155000,207100,212500,190800,241000,332800,325900,242100,360800,302900,381100,350100,418200,450900,365200,504500,541100,579900,479000,820000,606300,544600,699900,708500,611400,806500,807000,795500,857800,760800,913000,816200,1026300,1290900,939800,1222500,967400,1155700,1291600,1337500,1397200,1534700,1329900,1174200,1231100,1312000,1567300,1370800,1639300,1813600,1485300,1743600,1608900,1968200,1660400,1764500,2176000,1902200,2036100,1848200,3505900,2694800,2480300,2047600,2942900,2124400,2551400,2750800,2890300,2757400,2885100,2959400,2644000,3148100,2675600,3294300,3194100,2981600,3664700,4090600
199,900,1800,5400,7000,11200,12700,16800,29300,33100,36600,41100,57200,80100,118200,93900,83800,114700,102900,114600,152300,170800,208800,210100,181800,242300,329200,323300,238000,399700,303900,365700,385700,411700,436300,359000,497400,548400,582100,479100,790800,604700,556300,703900,721000,618300,806800,815700,800300,835300,774400,937000,811900,1039300,1278600,941700,1144400,997000,1197600,1299100,1309600,1497500,1475300,1325500,1192100,1231300,1322000,1591400,1394100,1707600,1798500,1473300,1739200,1599600,1908100,1669600,1784600,2187700,2289700,1764300,1853500,3724400,2742500,2449900,2033700,2851800,2172400,2576200,2716900,2860600,2849000,2828600,2933900,2560100,3135000,2691800,3316100,3201200,2992200,3661000,4036200
200,1200,3000,5000,7400,10500,13000,18100,28800,34100,35700,41400,60800,81400,115000,91700,84400,118000,107200,114300,148000,194000,208100,214300,184300,243000,325600,325500,237800,369000,309100,383900,374800,421900,451800,366600,567200,542900,623900,475200,786500,591600,557300,699100,718600,606300,817600,810500,842300,861700,761900,908000,815800,1029200,1295200,915400,1219500,954400,1176000,1304900,1304200,1401500,1465500,1316700,1180900,1249000,1341100,1577800,1398200,1684600,1778900,1464000,1766000,1591200,1996100,1663900,2413000,2184600,1944900,1796600,1827600,3368400,2635300,2463700,2047800,2919900,2112200,2581800,2705400,2874300,3947300,2842900,2934000,2570000,3206300,2676600,3339900,3198000,2949200,3621600,4106100
201,1000,2500,5800,7400,10500,11900,16500,27100,35100,34300,42600,59300,85700,113200,92400,84800,121500,107700,117800,143900,160400,209400,214000,185200,235800,328300,320100,235300,354000,309900,392600,364500,406600,439900,368500,524300,583900,585000,481000,764800,577900,557000,713400,714000,619500,817900,800300,826000,841300,767800,903000,811500,1042300,1312100,929100,1157800,948200,1170700,1283400,1277300,1403900,1500900,1307600,1178400,1240400,1728000,1684800,1355300,1650900,1837600,1478700,1736500,1963100,2019400,1807600,2396500,2160300,2176100,1813500,2065400,3558400,2962500,2522200,2062100,2819600,2118100,2563000,2733800,2904000,4452500,2854500,3073300,2569100,3134200,2925000,3314300,3220300,2978500,3687000,4112700
202,1000,6700,5000,7800,10400,12500,17300,29100,34800,34400,40900,58400,84100,108300,94800,84400,117800,107200,111100,151600,171000,218300,215700,186200,238000,318400,328400,234500,382800,303000,383800,394900,527000,441600,360000,513600,455200,589400,483600,600300,620500,564200,714200,726900,622800,809700,816400,834300,827000,771900,910800,811300,1036200,1281700,959800,1121900,949100,1161100,1284400,1313400,1398900,1405400,1310600,1175800,1393200,1715400,1635400,1386200,1651100,1875300,1480700,1733800,1861800,2067500,2105100,2439900,2157000,2057900,1816200,2318700,3602400,2971700,2436500,2116200,2796600,2137200,2541500,2671300,2876800,4481800,2791700,2948500,2511900,3184400,4030800,3334700,3156100,2968000,3684800,4081000
203,900,2600,5000,7700,10100,12600,17500,28400,34300,34500,42000,60100,83300,115600,92400,83100,114700,105000,115900,148500,162100,205200,206800,184500,237400,324800,331300,241500,374000,305100,393100,369600,441400,445000,372900,516800,522500,583700,476600,578500,594500,555700,707900,722700,616500,827200,832400,825700,846800,767400,906600,809600,1031700,1307000,937400,1087600,955700,1157400,1262200,1303800,1410800,1393900,1344100,1178200,1480900,1593900,1643900,1384500,1672000,1939200,1469300,1735700,1897000,2017600,2117000,2425900,2145000,1824300,1820300,2375400,3064600,2956900,2466600,2082000,2812200,2143300,2599000,2686300,2848900,5028600,2973200,2919800,2534100,3080500,3874100,3293100,3157600,2982900,3674700,4091800
204,1100,2300,10200,8100,11600,13300,17200,26000,32500,33900,41700,58900,85400,114400,92800,82100,114900,105500,115000,145500,291100,210600,216200,188700,242800,319800,331900,235800,348700,308800,383100,359300,445500,479000,396000,549600,595500,676900,490800,601600,597300,559600,715100,786900,611000,833000,820600,802800,862600,742700,913000,805200,1043800,1274900,938200,1137400,956900,1194100,1299300,1271500,1417400,1351200,1301300,1185500,1504800,1531300,1646300,1378600,1626800,2290100,1507100,1754300,1901300,2034700,2172000,2392900,2165600,2220600,1779600,2348200,1969300,3022600,2576300,2063700,2834200,2145700,2567400,2710900,3035400,4511900,2818700,2936200,2605400,3126900,3328200,3339400,3191200,2985000,3661300,4318200
205,1900,2300,5100,7000,10300,12700,17100,28500,33800,34400,40300,55700,83600,109600,93200,84600,118400,114300,112600,146800,279000,221700,214600,239000,244900,330300,330900,236900,361600,303500,382800,362200,444200,449400,366900,512700,595400,660800,488500,588600,605200,550900,710200,724300,636400,835600,823100,813300,815200,934200,898800,839600,1044200,1295800,939700,1106300,952600,1177200,1280200,1278700,1421100,1399000,1295800,1291000,1478200,1510000,1732600,1372700,1645100,2344400,1479800,1956800,1919600,2060900,2187700,2302200,2164400,2218400,1811800,2334500,2196900,2954900,2440700,2065800,2816900,2129800,2585600,2671600,2967900,4495200,2861100,2956300,2551100,3232700,3227900,3398200,6181700,2982700,3630700,4175700
206,800,2500,4700,7500,10500,13300,17100,26800,34200,34000,41300,57900,84500,111700,93300,80400,114800,107700,114200,154100,188300,216200,215400,230700,239400,320400,323500,233400,361000,302700,366300,364200,420300,446100,368000,575300,579100,593300,483800,609700,595900,559700,711900,717500,630600,811000,834500,814800,841900,1649800,898100,807600,1032000,1311500,957200,1121900,964400,1197600,1309200,1283800,1380900,1313200,1307800,1430900,1485900,1541200,1628000,1400400,1757400,1818800,1473800,1733700,1908400,2099100,2115900,4022400,2195000,1878800,1823500,2375000,2569000,2765400,2476700,2105500,2739400,2248700,2575100,2663600,2947500,3491600,2836200,2916900,2574200,3129800,2931900,3364400,6253500,2962200,3868900,4266600
207,1000,1900,5500,7700,11800,12700,17500,28800,33600,33300,41800,57700,84800,116900,93200,82700,122500,105800,113900,143600,381300,216600,216000,232900,244700,324000,320900,238000,387500,310300,385700,383800,427900,449900,362200,809000,570700,637200,480100,613200,583300,549500,721400,713400,637000,803700,876800,786100,847500,2222300,908100,802300,1041200,1130600,958400,1102500,961300,1155700,1297000,1279900,1379000,1358300,1323500,1434000,1462300,1515600,1632000,1402400,1768200,1826200,1490900,1701000,1907800,2057300,2100000,3631800,2208100,1890600,1826200,2339900,2520600,2467300,2434100,2087000,2837400,2574100,2533700,2620900,2953200,3594100,2874600,2951500,2546200,3063800,3440700,3387500,5942600,2969500,3697900,4207800
208,1200,2900,5000,8000,10300,13300,16800,29100,36000,34900,43500,57900,81800,109700,92500,83400,116600,106500,115200,144700,255600,214400,213800,211100,240200,325200,338700,234300,361300,303900,377000,372600,410400,437000,423600,479100,602800,559400,481600,607400,588600,554200,688900,716500,608800,829700,819700,781900,841700,1106300,905900,814300,1048400,1077500,946700,1133800,958900,1168000,1297300,1293100,1400900,1302700,1312300,1487200,1465600,1617200,1619200,1382800,1639700,1766800,1495600,1729300,1939200,2070400,2111200,2161300,2211100,2391300,1816000,2467300,2548200,2498200,2459000,2054900,2808900,2550400,2545800,2701300,2932900,3458700,3609600,2962200,2550900,3113100,3459100,3347800,5024300,2974400,3647700,4280400
209,1000,2000,5900,7600,11200,12300,17200,27100,34800,35800,40800,57100,84100,109800,94500,80700,117900,108100,113100,159400,221000,219600,207600,219000,235800,329700,331500,241500,364500,316300,374700,377200,506400,424400,368200,598500,541200,571100,480700,607100,596300,591700,704600,719700,613500,817200,806600,813600,842700,967900,888500,815000,1039100,1080900,929900,1116700,958800,1176000,1320000,1292500,1411800,1322800,1294100,1440300,1438700,1513700,1627100,1411900,1647200,1807900,1486200,1743500,1950000,1961800,2168500,2154900,2177100,2140500,1795000,2384600,2556300,2415900,2415600,2098700,2846100,2494400,2589300,2758200,2946500,3488600,4096400,2611300,2519000,3091100,3421600,3339000,3934200,2951100,3678300,4008900
210,1000,4800,5300,7600,10400,12300,17300,28300,33400,35000,41600,58000,86500,120200,97300,80800,117600,107500,113200,158300,202700,213600,209100,232700,234300,327800,344500,238000,377500,318300,389000,380500,430900,453100,379800,418100,540700,572000,477200,591500,599500,555000,722800,723900,620700,816500,826400,826700,845800,913300,914900,799800,1034100,1079600,937500,1082500,949300,1146500,1294400,1299100,1464200,1315600,1300400,1437100,1450500,1555300,1663000,1375900,1613100,1791300,1471900,1689700,1917300,1944400,1833900,2233900,2175800,2060300,1803300,2352800,2958700,2761100,2450100,2109800,2553400,2537000,2544600,2675900,2287900,3292300,4104400,2441900,2617900,3947700,3457500,3390200,3931400,2939300,3664800,4034400
211,1000,2100,5400,7300,10100,12000,16000,26900,35000,33300,40000,57100,85100,108600,89900,84200,118900,105000,120100,149700,199300,212200,212400,211600,242900,331500,331800,240400,401400,309100,379900,364900,426500,441800,362800,463800,534600,570700,476900,609500,600400,536800,719500,718900,611300,820200,820100,841200,846500,924900,893100,818300,1043800,1136200,939200,1161700,940100,1162200,1306000,1263900,1421500,1309200,1275900,1443200,1449800,1717400,1685800,1410000,1654700,1804200,1497400,1698700,1876400,1929200,1604600,2235700,2292900,2239900,1818900,2354500,1966400,2394300,2424600,2091300,2543500,2613600,2551200,2694700,2277500,2922300,4105100,2449600,2515800,3869400,3501500,3405800,3904200,2931900,3681700,3682900
212,1300,2100,5400,7500,9600,11300,17400,29100,32400,33700,42000,59800,82200,110500,93200,84100,120200,130200,118000,168600,204500,216400,214900,257800,241300,326900,334500,235600,401000,325900,376300,348700,419000,452600,367000,408800,535300,576300,467900,609900,590300,559300,702200,739000,620800,809000,821200,784000,844700,931300,949500,808800,1069500,1079800,933400,1086300,968700,1164600,1287700,1275300,1402400,1209900,1486400,1434000,1496800,1659800,1639100,1389600,1678700,1777700,1491300,1674500,1912500,1965100,1606300,2219900,2167800,2002500,1830600,2366800,1975500,2370400,2406400,2068300,2541300,2680300,2518200,2650800,2270600,2874200,3950000,2506300,2557100,3786700,3438000,3345400,3823600,2970300,3683300,3191500
213,1000,2100,4900,7500,10400,12500,16000,27600,35100,33800,41100,58000,84800,111900,94400,84500,113800,145600,118600,156700,202300,214300,213000,210800,235200,320100,329700,241800,403800,392500,375200,365600,419600,455500,363100,404600,515900,577000,477200,594900,581500,546300,731900,726000,609300,823300,819600,844200,851100,914800,896100,808800,1030100,1083000,1029100,1097500,959700,1165000,1272600,1271300,1389300,1064300,1621900,1439500,1533100,1642100,1667700,1398700,1620600,1836700,1487100,1693500,1948300,1928400,1626000,2239600,2150900,2233400,1816000,2396900,1983600,2344600,2425100,2072600,2558200,2525200,2561100,2665000,2951900,2880800,3557900,2447200,2573200,3799300,3480500,3364100,3916400,2964500,3670200,3205700
214,1000,2000,4300,7100,14300,13400,16600,26200,34200,34100,39600,58200,82100,110600,93900,83700,121400,134800,115900,202400,203600,213700,211700,231700,240400,326600,336000,240700,384900,367200,390400,366300,424500,448400,373600,415400,515900,568500,483200,616500,584700,543800,713300,731300,640700,825600,818900,857800,854100,915300,907000,814300,1031000,1082100,2013500,1142900,968400,1127700,1312800,1340200,1449300,1099600,1614500,1467900,1448300,1648000,1645100,1389400,1677000,1792100,1516000,3023300,1975000,1878700,1617600,2209800,2175300,2052700,1814500,2313000,1976100,2355900,2390300,2088200,2548900,2606900,2474100,2791400,2946700,2933400,3491200,2501700,2534300,3902600,3496000,3335600,3921900,2975400,3872900,3219800
215,1300,2000,4500,7900,14700,12300,16800,26700,34400,33000,42900,56800,81000,108500,91400,83500,114000,299100,115900,237400,204100,216000,214000,281500,237100,325000,325400,243300,387500,306500,380800,376800,424300,432800,367200,403200,531000,571000,480500,601300,595100,550100,716700,739800,615200,821600,822500,815800,871700,903800,905900,816400,1049000,1095500,2106700,1101500,987600,1175600,1295400,1315900,1413000,1093800,1603000,1432600,1457600,1640700,1710000,1352800,1625700,1800600,1487200,3723500,1881100,1894400,1601300,2189600,2144300,2136200,1836900,2194700,2006700,2355200,2384300,2124500,2520900,2543400,2539000,2739100,3230200,2900300,3461300,2442000,2544700,3820800,3407300,3408400,3960300,3065400,3664300,3217000
216,1000,3500,4100,7600,12700,12200,17700,28100,34600,33900,40700,58100,82900,113100,95400,80100,114700,160700,117000,199900,205900,216800,209700,221100,240700,323600,329900,236500,368900,309300,464500,374800,423200,439000,375800,405700,512700,578100,480500,593800,588200,555100,716500,742000,614200,802900,830800,831900,825000,916200,908100,824100,1046000,1081200,2076100,1171100,977400,1152000,1307100,1322300,1394100,1107800,1560300,1464300,1488000,1613600,1625300,1341100,1618200,1814000,1471000,3897300,1889700,1597000,1648500,2175900,2187500,1793400,1800000,2188100,1986400,3242900,2497500,2121200,2640200,2572200,2520500,2628500,3544200,2955700,3559600,2455900,2586400,3843100,3448900,3407100,3919200,3026700,3612300,3137200
217,900,1800,3900,7500,14000,12700,17500,28200,35300,34500,39000,58800,79200,115400,93900,83500,118900,317400,119300,259600,200800,211500,213800,230000,234800,326200,327200,238600,368100,306200,369900,372100,411200,432900,376200,408800,513900,568600,538200,610300,579800,548300,691800,734100,617600,820200,847400,806800,841800,901200,897200,821100,1016300,1077000,2060500,1094300,954500,1175400,1299500,1324700,1440400,1075600,1698900,1457500,1514800,1605600,1628100,1372800,1649800,1810500,1494400,3320500,1874600,1561300,1629600,2362100,2154000,1962200,1822200,2219200,2784600,2700900,2496900,2161800,2690400,2550200,2551200,2597500,3364800,2981500,3497300,2524800,2563000,3835400,3391300,3391900,4027100,3014100,3677600,3182700
218,1200,2000,4500,6700,10600,12700,17800,28400,34900,35600,42400,57100,81900,111000,96600,81000,116800,138200,112600,195800,200600,206500,217700,225600,232600,333200,333300,243600,388900,318000,381600,377600,422200,441900,398600,411900,526400,565200,489500,600500,587600,545700,709300,729300,910700,812300,809700,820600,851200,939500,897500,814800,1029000,1082100,1934800,1099400,980300,1145500,1315900,1307400,1397800,1074800,1615300,1461800,1472300,1624600,1630300,1396700,1682800,1834000,1468500,3374000,1865500,1578900,1647400,2632600,2205800,2250900,1833000,2166600,2169100,2331900,2479100,2093900,3239800,2643600,2498000,2614300,2595100,2940100,3541700,2616800,2555400,3239200,3376200,3404100,3970100,2975200,3696800,3123500
219,800,1900,4400,7000,10900,12800,17400,25700,35000,34500,41000,57800,85000,111300,90000,84900,114500,185300,114600,183500,196400,215500,213400,235100,238800,313400,330100,245800,404600,312500,378200,353500,420700,442100,372200,488100,521000,592700,481100,606500,580100,556400,717000,744800,939300,799900,810300,839500,875900,751600,890300,809900,1030800,1067800,1667700,1085400,942000,1188200,1293400,1290200,1422200,1076800,1658500,1439600,1467100,1647100,1619300,1362000,1649100,1802200,1485800,3204700,1916600,1598300,1648200,2642100,2193400,2251900,1829400,2167300,2576100,2309900,2413300,2117100,2731300,2571800,2557500,2610300,2331000,2917300,3568300,2978500,2538300,3130200,3519700,3371900,3349800,2928400,3843500,3150800
220,1000,2100,4200,7100,10300,12600,17500,26400,35900,35500,41400,57400,84200,116300,91200,83000,113900,133400,112600,151900,204800,214500,212200,220100,234400,330400,329900,235200,374300,315300,374900,359300,415900,451300,370900,418100,531200,581800,474200,602100,601500,543500,699700,718600,962200,817800,817800,849400,870400,755200,914900,801800,1035300,1076300,1592900,1087100,977900,1209800,1277800,1357600,1414200,1089100,2029200,1473500,1495700,1645100,1675000,1408400,1635800,1794600,1454200,3228000,1908200,1584600,1636200,2527000,2207100,2239800,1826300,2277500,2572600,2298300,2415700,2108700,2707000,2581500,2523300,2536700,2332400,2877000,3574100,2947500,2531600,3143600,3461300,3342400,3308400,2983100,3663500,3153500
221,1100,1600,4700,7300,10400,12300,16900,26700,34700,32900,42100,58000,80700,114700,92100,86700,121800,133800,115400,156600,202400,213200,218100,227500,237500,320200,332800,241600,390800,306700,376400,356400,414300,446800,370400,412600,521600,583800,487800,603100,590100,553200,697600,744300,976500,831900,841700,845000,859200,756100,884800,823800,1040300,1072200,1682000,1135000,958200,1165200,1701700,1354900,1415400,1104100,2068200,1454000,1483200,1594400,1595400,1397500,1626600,1782200,1499100,3259500,1944400,1585000,1640200,2107400,2165300,1824000,1836200,2352400,2618500,2305900,2390400,2068400,2708400,2528900,2557400,2198200,2343500,2930600,2915600,2937400,2538100,3169600,3431300,3355400,3337600,2960000,3660500,3111700
222,1000,1800,4500,6900,9600,12400,17900,28100,33400,34400,41000,59100,84600,112200,93000,82700,118200,133700,115000,156100,207300,215000,210700,215400,233300,328500,326200,236000,399700,321300,377800,359600,417600,453300,367200,421100,518500,582700,482400,607300,590000,552100,706300,723600,938800,787400,829600,834600,864100,754500,903700,806500,1018900,1095600,1632200,1081900,960400,1162900,1566600,1320300,1467700,1071700,2108600,1449500,1487600,1598300,1599500,1366200,1616100,1821700,1451900,3206800,3466700,1561700,1667900,2000300,2217200,1987200,1811400,2327300,2502000,2294900,2395700,2055900,2660100,2570700,2509200,2192600,2323700,3002100,2901300,2881000,2645400,3094700,3448800,3399200,3367600,2989100,3674700,3189500
223,900,2100,4300,8000,9700,13000,16400,28800,33800,35900,41800,60000,83400,115500,91800,82600,117500,132100,117700,158000,205500,205600,215500,213900,242200,311900,327100,235600,379500,315600,388200,379600,425500,460200,380300,406500,520200,568500,564500,618800,575500,544600,706700,720400,961600,819400,806100,829600,873900,768900,912300,811000,1035200,1085000,1641500,1086400,959800,1170800,1649000,1324400,1397500,1098500,2042700,1463600,1567800,1651400,1595000,1398600,1679700,1813900,1483200,3275100,3555900,1584000,1651400,2074200,2176400,2241100,1852800,2324900,2646900,2703800,2438500,2104200,2671700,2498400,2520700,2198600,2301300,2917300,2822400,2980800,2564200,2577800,3388200,3348300,3414800,2939000,3760500,3108400
224,1200,1700,4200,7300,9400,13400,17000,28300,36000,33600,40300,58700,82200,114000,96100,84000,120100,135600,116300,157400,210400,213400,215800,222900,239000,323500,324000,240700,382700,315700,372500,383200,419000,442000,370900,411200,516100,568900,552200,593700,601700,547000,705100,726000,944300,790000,835600,850100,862800,761200,901400,848300,1038600,1115500,1611900,1093600,956000,1146900,1491900,1329500,1401300,1089000,2029400,1453400,1509700,1629900,1547200,1380200,1654900,1809700,1487900,2435100,3070800,1592900,1664100,2130700,2200300,2087400,1861400,2305200,3129700,3415400,2406700,2331700,2666500,2891700,2524900,2196700,2353100,2836900,2881400,3021900,2563800,2563500,3441700,4041000,3333000,2972200,3661300,3118700
225,1200,1600,4300,7700,10500,12100,18100,26100,33700,34900,40900,57600,84200,114800,94500,83800,117300,132600,116300,156800,205400,209200,215400,203300,241500,320100,330200,240500,399000,307500,381300,378700,433900,449400,376800,419500,506600,563200,576100,598600,588300,544800,726500,827000,934300,820700,823300,832200,865500,753700,903500,805700,1057800,1094500,1610100,1076800,951900,1138600,1318600,1316000,1395800,1099000,2043000,1482400,1494300,1650100,1596700,1403100,1659200,1776500,1554600,2420200,3102400,1715000,1648000,1706500,2229300,1788500,1830100,2324900,2620800,3422500,2409300,2543800,2684300,3341700,2534900,2190700,2367700,2918300,2835500,2902800,2515500,2574200,3410500,3402400,3355000,2989800,3654700,3146500
226,700,1700,4300,7700,10800,12800,16400,28800,35200,36600,41700,60400,85800,111800,94100,81800,118100,136200,113200,161900,202800,205900,213000,217000,232700,317400,325300,240700,391900,315800,382400,372600,421200,441100,375600,410200,518200,585000,554400,645500,593800,544100,701100,724700,1014100,829000,832600,850900,852000,743200,889600,799700,1033200,1036500,1579000,1106600,981300,1147800,1250600,1322200,1392000,1139500,1656100,1463300,1610600,1628300,1597500,1389200,1637300,1785900,1508500,2452800,3155400,1601400,1594600,1726800,2172500,2174700,1837800,2283800,2638800,3360800,2444800,2450700,2675100,3198100,2546800,2225000,2321200,2877200,2887700,2920000,2557400,2527400,3442300,3406000,3279300,2997000,3314600,3164000
227,900,2300,4300,6800,10500,11800,17200,26400,33800,33500,42800,59200,85000,107700,91900,79500,119400,138500,112400,154200,202700,215500,215100,205200,238200,333100,335500,234400,377000,313300,389800,374300,416300,432900,371900,413700,518500,586400,558000,608500,596200,544000,716500,728500,958900,825200,824100,829100,836800,759800,900900,805600,1052500,1033700,1611800,1109200,969600,1126900,1263000,1328200,1386000,1097300,1563500,1465500,1548900,1643400,1539100,1387200,1669000,1814300,1497300,2411900,3097100,1606000,1658100,1701200,2204600,1797600,1832100,2299700,2648500,2900700,2428000,2442200,2665500,3206900,2555900,2304100,2267900,3018000,2874700,2925300,2509300,2572400,3451900,3395000,3203400,2975000,3606500,3069000
228,1500,1900,4500,7400,11200,12400,16900,27000,34000,35300,41900,58400,84600,112600,91900,83800,114700,135900,119900,155100,202500,211000,213000,205800,243700,332800,335700,244600,386300,309200,377300,355200,419300,444200,373500,415700,511800,572100,562000,591800,536600,551700,712400,717500,807100,826700,813900,834000,854700,767600,939300,808200,1044400,1018400,1645700,1207300,982100,1155800,1266800,1292000,1315500,1069700,1559100,1464100,1527300,1626700,1600400,1375100,1605300,1807300,1530400,2404900,3034200,1597900,1634200,1734100,2145800,2030500,1817000,2347500,2708900,2918700,2466900,2500300,2652800,3215700,2631900,2229800,2317600,2908900,2840600,2903600,2722300,2517600,3444800,3364800,2972300,2939500,3394800,3105400
229,900,1900,4000,7400,10400,13000,17500,27700,34400,34200,42400,59500,85600,114600,91900,81800,117400,131800,116100,161400,199500,211200,209700,239300,238100,328200,321900,242800,393500,310000,377700,362000,414900,438100,372700,407200,531700,570600,550100,600400,511600,558400,700700,733600,681600,802200,814700,886400,844700,780800,776200,821800,1032400,1041700,1638000,1094300,951900,1142000,1260200,1351200,1181600,1099600,1528300,1461800,1516400,1670800,1559800,1392900,1600800,1771200,1527300,2170400,2681700,1657900,1715700,1718500,2170300,2177700,1827500,2323800,2498900,2950000,2440700,2509100,2669800,3652500,2580400,2212000,2303000,2928000,2816400,2999600,2690700,2629700,3475700,3407500,2762700,3007000,3380100,3150400
230,800,2200,4700,7700,9600,12800,17500,26100,34000,35500,41900,58800,87000,113400,92300,85400,119100,131700,115700,153600,204700,209400,210700,222900,240500,321100,330400,240600,375500,321100,386600,360000,417200,427500,379300,417800,520800,577900,573600,673800,507400,542800,704600,729700,661600,811200,808400,1033300,859200,756800,770600,810300,1039500,1026100,1618300,1117600,956500,1169100,1299000,1320800,1157100,1080900,1585300,1480000,1562300,1603000,1630900,1388700,1657400,1803300,1536000,2015800,2746200,1629800,1711000,1700200,2213200,1764500,1820300,2289200,3201300,2902100,1988600,2695600,2699700,3162900,2563600,2698600,2316200,2872900,2860300,2896700,2564700,2581200,3376900,3214600,2755800,2911800,3598000,3068800
